chromosome,start,end,transcript_name,score,strand,type,transcript_biotype,species
RBMY1A1_ENSG00000234414.8,5719,5897,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,7812,7965,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,9975,10090,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,11045,11156,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,11597,11708,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,12142,12253,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13174,13285,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13371,13460,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13871,14446,REPLICATE1_transcript_115_support_4REPLICATE2_transcript_154_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,12198,12253,longer_from_REPLICATE1_transcript_166_support_3,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13371,13460,longer_from_REPLICATE1_transcript_166_support_3,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE1_transcript_166_support_3,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13257,13285,longer_from_REPLICATE1_transcript_227_support_5,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13371,13460,longer_from_REPLICATE1_transcript_227_support_5,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE1_transcript_227_support_5,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13427,13460,longer_from_REPLICATE1_transcript_160_support_7,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE1_transcript_160_support_7,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13700,14446,longer_from_REPLICATE2_transcript_21_support_3,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13791,14155,longer_from_REPLICATE2_transcript_8_support_4,60,-,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13883,14446,longer_from_REPLICATE2_transcript_299_support_9,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13899,14446,longer_from_REPLICATE2_transcript_139_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13901,14446,longer_from_REPLICATE1_transcript_212_support_8,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13901,14446,longer_from_REPLICATE1_transcript_214_support_5,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13923,14446,longer_from_REPLICATE2_transcript_4_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13926,14446,longer_from_REPLICATE1_transcript_106_support_5,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13940,14446,longer_from_REPLICATE2_transcript_210_support_4,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,13959,14438,longer_from_REPLICATE1_transcript_14_support_5,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,14006,14446,longer_from_REPLICATE2_transcript_135_support_4,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,14050,14446,longer_from_REPLICATE1_transcript_65_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,14066,14446,longer_from_REPLICATE1_transcript_279_support_15,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,14068,14446,longer_from_REPLICATE1_transcript_149_support_7,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,14068,14446,REPLICATE1_transcript_147_support_2REPLICATE2_transcript_188_support_7,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,14070,14438,longer_from_REPLICATE1_transcript_13_support_3,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,14110,14447,longer_from_REPLICATE2_transcript_8_support_2,60,+,exon,protein-coding,Human 1
RBMY1A1_ENSG00000234414.8,10,148,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2009,2122,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2596,2700,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,5719,5897,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,7812,7965,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,9975,10090,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11045,11156,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11597,11708,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,12142,12253,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13174,13285,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13371,13460,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE2_transcript_191_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,35,148,REPLICATE1_transcript_8_support_9REPLICATE2_transcript_4_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2009,2122,REPLICATE1_transcript_8_support_9REPLICATE2_transcript_4_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2596,2700,REPLICATE1_transcript_8_support_9REPLICATE2_transcript_4_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,5719,5897,REPLICATE1_transcript_8_support_9REPLICATE2_transcript_4_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,7812,7965,REPLICATE1_transcript_8_support_9REPLICATE2_transcript_4_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,14064,14442,REPLICATE1_transcript_8_support_9REPLICATE2_transcript_4_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,40,148,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,827,886,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2009,2122,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2596,2700,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,5719,5897,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,7812,7965,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,9975,10090,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11045,11156,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11597,11708,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,12142,12253,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13174,13285,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13371,13460,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE1_transcript_274_support_6,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,40,148,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2009,2122,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2596,2700,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,5719,5897,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,7812,7965,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,9975,10090,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11045,11156,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11597,11708,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,12142,12253,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13174,13285,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13371,13460,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13871,14446,REPLICATE1_transcript_82_support_6REPLICATE2_transcript_67_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,47,148,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2009,2122,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2596,2700,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,5719,5897,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,7812,7965,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,9975,10090,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11045,11156,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11597,11708,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,12142,12253,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13371,13460,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE2_transcript_170_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,59,148,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2009,2122,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,2596,2700,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,5719,5897,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,7812,7965,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,9975,10090,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11045,11156,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,11597,11708,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,12142,12253,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13174,13285,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13371,13460,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13871,14446,REPLICATE1_transcript_219_support_9REPLICATE2_transcript_204_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,12201,12253,longer_from_REPLICATE2_transcript_30_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13174,13285,longer_from_REPLICATE2_transcript_30_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13371,13460,longer_from_REPLICATE2_transcript_30_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE2_transcript_30_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13232,13285,longer_from_REPLICATE1_transcript_183_support_4,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13371,13460,longer_from_REPLICATE1_transcript_183_support_4,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE1_transcript_183_support_4,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13404,13460,longer_from_REPLICATE2_transcript_44_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE2_transcript_44_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13870,14446,REPLICATE1_transcript_50_support_5REPLICATE2_transcript_86_support_7,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13912,14446,longer_from_REPLICATE2_transcript_315_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13940,14446,longer_from_REPLICATE2_transcript_99_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13947,14446,REPLICATE1_transcript_177_support_6REPLICATE2_transcript_272_support_5,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13947,14444,longer_from_REPLICATE1_transcript_178_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13960,14446,longer_from_REPLICATE1_transcript_201_support_2,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13960,14446,longer_from_REPLICATE1_transcript_313_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,13987,14446,longer_from_REPLICATE1_transcript_39_support_5,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,14064,14446,longer_from_REPLICATE1_transcript_163_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,14108,14447,longer_from_REPLICATE2_transcript_72_support_3,60,+,exon,protein-coding,Chimpanzee 2
RBMY1A1_ENSG00000234414.8,10,148,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,827,886,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,2009,2122,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,2596,2700,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,5719,5897,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,7812,7965,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,9975,10090,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,11045,11156,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,11597,11708,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,13174,13285,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,13371,13460,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,13871,14446,longer_from_REPLICATE2_transcript_15_support_3,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,10,148,longer_from_REPLICATE1_transcript_10_support_2,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,2009,2122,longer_from_REPLICATE1_transcript_10_support_2,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,2596,2700,longer_from_REPLICATE1_transcript_10_support_2,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,5719,5897,longer_from_REPLICATE1_transcript_10_support_2,60,+,exon,protein-coding,Bonobo
RBMY1A1_ENSG00000234414.8,7812,7965,longer_from_REPLICATE1_transcript_10_support_2,60,+,exon,protein-coding,Bonobo
