chromosome,start,end,transcript_name,score,strand,type,transcript_biotype,species
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE1_transcript_224_support_8,60,+,exon,protein-coding,Chimpanzee 2
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE1_transcript_224_support_8,60,+,exon,protein-coding,Chimpanzee 2
VCY_Ptr_ENSPTRG00000049568.1,0,102,REPLICATE1_transcript_218_support_8REPLICATE2_transcript_251_support_3,60,+,exon,protein-coding,Chimpanzee 2
VCY_Ptr_ENSPTRG00000049568.1,293,601,REPLICATE1_transcript_218_support_8REPLICATE2_transcript_251_support_3,60,+,exon,protein-coding,Chimpanzee 2
VCY_Ptr_ENSPTRG00000049568.1,721,812,REPLICATE1_transcript_218_support_8REPLICATE2_transcript_251_support_3,60,+,exon,protein-coding,Chimpanzee 2
VCY_Ptr_ENSPTRG00000049568.1,364,622,longer_from_REPLICATE2_transcript_554_support_3,60,+,exon,protein-coding,Chimpanzee 2
VCY_Ptr_ENSPTRG00000049568.1,743,812,longer_from_REPLICATE2_transcript_554_support_3,60,+,exon,protein-coding,Chimpanzee 2
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_241_support_11,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,812,longer_from_REPLICATE1_transcript_241_support_11,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE2_transcript_107_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,812,longer_from_REPLICATE2_transcript_107_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,REPLICATE1_transcript_222_support_6REPLICATE2_transcript_301_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,REPLICATE1_transcript_222_support_6REPLICATE2_transcript_301_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,661,812,REPLICATE1_transcript_222_support_6REPLICATE2_transcript_301_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE2_transcript_245_support_9,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE2_transcript_245_support_9,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE2_transcript_245_support_9,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_91_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE1_transcript_91_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,661,812,longer_from_REPLICATE1_transcript_91_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_7_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,700,longer_from_REPLICATE1_transcript_7_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,760,812,longer_from_REPLICATE1_transcript_7_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_59_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,700,longer_from_REPLICATE1_transcript_59_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,760,812,longer_from_REPLICATE1_transcript_59_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_169_support_15,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,700,longer_from_REPLICATE1_transcript_169_support_15,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,760,812,longer_from_REPLICATE1_transcript_169_support_15,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_215_support_6,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE1_transcript_215_support_6,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE1_transcript_215_support_6,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_209_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE1_transcript_209_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE1_transcript_209_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE2_transcript_254_support_4,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE2_transcript_254_support_4,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE2_transcript_254_support_4,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,REPLICATE1_transcript_129_support_12REPLICATE2_transcript_168_support_15,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,REPLICATE1_transcript_129_support_12REPLICATE2_transcript_168_support_15,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,REPLICATE1_transcript_129_support_12REPLICATE2_transcript_168_support_15,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE2_transcript_161_support_7,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE2_transcript_161_support_7,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE2_transcript_161_support_7,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE2_transcript_170_support_5,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE2_transcript_170_support_5,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE2_transcript_170_support_5,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,REPLICATE1_transcript_158_support_38REPLICATE2_transcript_212_support_41,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,REPLICATE1_transcript_158_support_38REPLICATE2_transcript_212_support_41,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,REPLICATE1_transcript_158_support_38REPLICATE2_transcript_212_support_41,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,REPLICATE1_transcript_147_support_9REPLICATE2_transcript_198_support_28,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,REPLICATE1_transcript_147_support_9REPLICATE2_transcript_198_support_28,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,REPLICATE1_transcript_147_support_9REPLICATE2_transcript_198_support_28,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,REPLICATE1_transcript_139_support_3REPLICATE2_transcript_182_support_6,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,REPLICATE1_transcript_139_support_3REPLICATE2_transcript_182_support_6,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,REPLICATE1_transcript_139_support_3REPLICATE2_transcript_182_support_6,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_180_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE1_transcript_180_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE1_transcript_180_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_137_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE1_transcript_137_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE1_transcript_137_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,REPLICATE1_transcript_164_support_19REPLICATE2_transcript_217_support_24,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,REPLICATE1_transcript_164_support_19REPLICATE2_transcript_217_support_24,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,REPLICATE1_transcript_164_support_19REPLICATE2_transcript_217_support_24,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_148_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE1_transcript_148_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE1_transcript_148_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE2_transcript_206_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,293,601,longer_from_REPLICATE2_transcript_206_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,721,812,longer_from_REPLICATE2_transcript_206_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,351,622,longer_from_REPLICATE2_transcript_110_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,743,812,longer_from_REPLICATE2_transcript_110_support_2,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,365,622,longer_from_REPLICATE2_transcript_22_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,743,812,longer_from_REPLICATE2_transcript_22_support_3,60,+,exon,protein-coding,Bonobo
VCY_Ptr_ENSPTRG00000049568.1,0,102,REPLICATE1_transcript_173_support_7REPLICATE2_transcript_9_support_10,51,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,293,778,REPLICATE1_transcript_173_support_7REPLICATE2_transcript_9_support_10,51,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,0,102,longer_from_REPLICATE1_transcript_263_support_2,43,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,293,518,longer_from_REPLICATE1_transcript_263_support_2,43,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,670,748,longer_from_REPLICATE1_transcript_263_support_2,43,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,1,102,longer_from_REPLICATE2_transcript_78_support_3,33,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,293,518,longer_from_REPLICATE2_transcript_78_support_3,33,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,670,812,longer_from_REPLICATE2_transcript_78_support_3,33,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,291,778,longer_from_REPLICATE2_transcript_2_support_2,60,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,291,500,REPLICATE1_transcript_52_support_6REPLICATE2_transcript_88_support_16,60,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,653,812,REPLICATE1_transcript_52_support_6REPLICATE2_transcript_88_support_16,60,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,311,500,longer_from_REPLICATE1_transcript_268_support_3,60,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,653,748,longer_from_REPLICATE1_transcript_268_support_3,60,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,352,500,longer_from_REPLICATE1_transcript_8_support_5,50,+,exon,protein-coding,Gorilla
VCY_Ptr_ENSPTRG00000049568.1,683,812,longer_from_REPLICATE1_transcript_8_support_5,50,+,exon,protein-coding,Gorilla
