chromosome,start,end,transcript_name,score,strand,type,transcript_biotype,species
DAZ1_ENSG00000188120.16,30214,30354,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,31754,31826,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,34199,34271,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,36590,36662,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,38986,39058,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,41369,41441,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,43765,43837,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,55928,56000,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,58313,58385,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,59129,59164,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69649,longer_from_REPLICATE2_transcript_454_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,0,213,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28500,28647,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28921,29013,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,29573,29625,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30061,30125,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,31754,31826,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,34199,34271,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,36590,36662,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,38986,39058,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,41369,41441,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,43765,43837,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46219,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,55885,56000,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,58313,58385,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,59129,59164,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69647,longer_from_REPLICATE1_transcript_183_support_7,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,0,213,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,17660,17807,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,18081,18173,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,18733,18785,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,19221,19285,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,19374,19514,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28500,28647,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28921,29013,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,29573,29625,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30061,30125,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,31754,31826,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,34199,34271,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,36590,36662,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,38986,39058,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,41369,41441,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,43765,43837,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,55928,56000,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,58313,58385,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,59129,59164,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69654,longer_from_REPLICATE1_transcript_45_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,0,213,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28500,28647,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28921,29013,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,29573,29625,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30061,30125,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,31754,31826,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,34199,34271,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,36590,36662,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,38986,39058,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,41369,41441,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,43765,43837,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46219,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,55885,56000,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,58313,58385,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,59129,59164,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69649,REPLICATE1_transcript_41_support_10REPLICATE2_transcript_134_support_12,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,0,213,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28500,28647,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28921,29013,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,29573,29625,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30061,30125,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,31754,31826,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,34199,34271,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,36590,36662,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,43765,43837,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,55928,56000,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,58313,58385,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,59129,59164,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69654,longer_from_REPLICATE2_transcript_542_support_2,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,0,213,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28500,28647,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28921,29013,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,29573,29625,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30061,30125,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46957,47008,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,62284,62398,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69647,REPLICATE1_transcript_91_support_2REPLICATE2_transcript_253_support_4,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,0,213,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28500,28647,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28921,29013,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,29573,29625,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30061,30125,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46957,47008,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,62284,62398,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69649,REPLICATE1_transcript_92_support_23REPLICATE2_transcript_255_support_48,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,896,967,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28500,28647,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28921,29013,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,29573,29625,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30061,30125,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46957,47008,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,62284,62398,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69649,longer_from_REPLICATE1_transcript_110_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,23399,23443,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,31699,31826,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,34199,34271,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,36590,36662,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,38986,39058,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,41369,41441,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,43765,43837,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,55928,56000,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,58313,58385,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,59129,59164,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69655,longer_from_REPLICATE1_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28528,28647,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28921,29013,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,29573,29625,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30061,30125,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46957,47008,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,62284,62398,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69650,longer_from_REPLICATE2_transcript_157_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28611,28647,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,28921,29013,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,29573,29625,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30061,30125,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46957,47008,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,62284,62398,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69649,longer_from_REPLICATE2_transcript_187_support_5,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30097,30125,longer_from_REPLICATE1_transcript_128_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30214,30354,longer_from_REPLICATE1_transcript_128_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE1_transcript_128_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46957,47008,longer_from_REPLICATE1_transcript_128_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,62284,62398,longer_from_REPLICATE1_transcript_128_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE1_transcript_128_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69649,longer_from_REPLICATE1_transcript_128_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,30233,30354,longer_from_REPLICATE2_transcript_52_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE2_transcript_52_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46957,47008,longer_from_REPLICATE2_transcript_52_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,62284,62398,longer_from_REPLICATE2_transcript_52_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE2_transcript_52_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69649,longer_from_REPLICATE2_transcript_52_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,34238,34271,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,36590,36662,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,41369,41441,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,43765,43837,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,46142,46214,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,55928,56000,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,58313,58385,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,59129,59164,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,63737,63836,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
DAZ1_ENSG00000188120.16,67799,69649,longer_from_REPLICATE1_transcript_216_support_3,60,+,exon,protein-coding,Human 1
