chromosome,start,end,transcript_name,score,strand,type,transcript_biotype,species
TSPY1_ENSG00000258992.7,1799,1892,longer_from_REPLICATE2_transcript_63_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_63_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE1_transcript_124_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_124_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_124_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_124_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_124_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE1_transcript_124_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE2_transcript_52_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_52_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_52_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_52_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_52_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_52_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE1_transcript_143_support_3,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_143_support_3,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_143_support_3,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_143_support_3,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_143_support_3,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,2584,2709,longer_from_REPLICATE1_transcript_143_support_3,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,56,532,longer_from_REPLICATE2_transcript_17_support_9,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_17_support_9,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_17_support_9,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_17_support_9,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_17_support_9,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE2_transcript_17_support_9,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,58,532,longer_from_REPLICATE2_transcript_139_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_139_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_139_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_139_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_139_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_139_support_2,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,223,532,longer_from_REPLICATE2_transcript_150_support_5,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_150_support_5,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_150_support_5,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_150_support_5,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_150_support_5,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_150_support_5,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,446,532,longer_from_REPLICATE1_transcript_111_support_7,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_111_support_7,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_111_support_7,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_111_support_7,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_111_support_7,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_111_support_7,60,+,exon,protein-coding,Chimpanzee 2
TSPY1_ENSG00000258992.7,12,532,longer_from_REPLICATE1_transcript_118_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_118_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_118_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_118_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_118_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE1_transcript_118_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE1_transcript_45_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_45_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_45_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_45_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_45_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_45_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,46,532,REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,REPLICATE1_transcript_57_support_5REPLICATE2_transcript_88_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE2_transcript_62_support_7,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_62_support_7,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_62_support_7,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_62_support_7,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_62_support_7,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE2_transcript_62_support_7,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,46,532,longer_from_REPLICATE2_transcript_64_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_64_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_64_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_64_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_64_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2793,longer_from_REPLICATE2_transcript_64_support_4,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,46,133,longer_from_REPLICATE2_transcript_72_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,445,532,longer_from_REPLICATE2_transcript_72_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_72_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_72_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_72_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE2_transcript_72_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE2_transcript_72_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,69,532,longer_from_REPLICATE1_transcript_101_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_101_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_101_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_101_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_101_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2795,longer_from_REPLICATE1_transcript_101_support_8,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,69,532,longer_from_REPLICATE1_transcript_134_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_134_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_134_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_134_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_134_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_134_support_5,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,69,532,longer_from_REPLICATE1_transcript_137_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE1_transcript_137_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE1_transcript_137_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE1_transcript_137_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,longer_from_REPLICATE1_transcript_137_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2794,longer_from_REPLICATE1_transcript_137_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,69,532,REPLICATE1_transcript_135_support_8REPLICATE2_transcript_162_support_9,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,REPLICATE1_transcript_135_support_8REPLICATE2_transcript_162_support_9,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,REPLICATE1_transcript_135_support_8REPLICATE2_transcript_162_support_9,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,REPLICATE1_transcript_135_support_8REPLICATE2_transcript_162_support_9,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1810,1892,REPLICATE1_transcript_135_support_8REPLICATE2_transcript_162_support_9,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,2584,2709,REPLICATE1_transcript_135_support_8REPLICATE2_transcript_162_support_9,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,83,532,longer_from_REPLICATE2_transcript_56_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1139,1217,longer_from_REPLICATE2_transcript_56_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1345,1457,longer_from_REPLICATE2_transcript_56_support_2,60,+,exon,protein-coding,Bonobo
TSPY1_ENSG00000258992.7,1558,1704,longer_from_REPLICATE2_transcript_56_support_2,60,+,exon,protein-coding,Bonobo
